,logFC,logCPM,F,PValue,FDR
WBGene00005169,0.328806517,0.273017396,1.024560521,0.32546969,0.593894076
WBGene00005171,-0.047785513,1.188312106,0.030590517,0.863199681,0.940948552
WBGene00005172,0.186347275,0.77831911,0.43261499,0.519416117,0.749673538
WBGene00005174,1.618837558,-0.407553897,8.433858018,0.00978958,0.062663688
WBGene00005182,-0.937286253,-0.098311644,5.059714864,0.037866194,0.162018567
WBGene00005183,-0.020122442,-0.213144298,0.002334109,0.962023742,0.986058536
WBGene00005184,-1.501314275,-0.126796881,11.21085699,0.003762498,0.030284542
WBGene00005187,0.353767336,-0.543606839,0.42146947,0.524780914,0.753281003
WBGene00005189,0.699281529,-0.727366642,1.898477156,0.200215636,0.457437333
WBGene00005191,0.135702626,0.905953476,0.249034649,0.624078738,0.818417016
WBGene00005194,0.050280594,0.487099936,0.020611241,0.887511877,0.952515895
WBGene00005195,0.934390841,-0.75692293,3.315268679,0.086084616,0.277910058
WBGene00005197,-0.363131843,0.852590324,2.15230617,0.160404974,0.402108438
WBGene00005205,0.706189496,1.115746912,8.224441851,0.010574393,0.066081979
WBGene00005226,0.334903545,-0.174902112,0.570229287,0.460385231,0.706544823
WBGene00005228,0.070200217,4.833066598,0.247123118,0.625403363,0.819544763
WBGene00005231,-0.384759868,0.725561973,2.389935008,0.140321548,0.372102447
WBGene00005236,-0.031187769,-0.555791672,0.003415466,0.954070278,0.982741491
WBGene00005240,0.2134238,1.036148015,1.442386359,0.268973654,0.537312606
WBGene00005241,-0.114226151,-0.479485202,0.063177885,0.804520679,0.913151134
WBGene00005242,0.163916226,-0.086239645,0.161761864,0.692494282,0.85367241
WBGene00005243,0.116264434,0.831085816,0.138340773,0.714479384,0.865955944
WBGene00005245,-0.403940778,1.812153529,3.509626814,0.078110491,0.260944498
WBGene00005246,-0.272643011,2.103482948,1.626669988,0.219124179,0.480439852
WBGene00005247,0.002239224,1.984159262,9.87E-05,0.992187206,0.997942422
WBGene00005248,-0.553880023,1.460352694,10.21083313,0.005239272,0.038797921
WBGene00005251,-0.747381744,1.134645145,12.73948199,0.002325764,0.021013072
WBGene00005253,-0.355151842,0.141690754,0.808974025,0.380845287,0.641768594
WBGene00005257,-0.182900045,-0.034631558,0.237903336,0.631884374,0.822849237
WBGene00005258,0.684861755,0.754688439,4.312247276,0.053134143,0.202104986
WBGene00005260,0.586067231,-0.38224605,1.201588586,0.288117672,0.55674688
WBGene00005262,-0.157142162,1.720553097,0.977432036,0.336540288,0.60342327
WBGene00005263,0.083311475,0.605109328,0.089052111,0.768961172,0.89572192
WBGene00005267,0.451226081,0.251310035,2.359468415,0.142717691,0.376801744
WBGene00005269,-0.704075066,-0.425493757,3.3328485,0.085325166,0.276679643
WBGene00005270,-1.798699968,-0.303870958,16.36769324,0.000822575,0.009437019
WBGene00005271,0.39576089,2.097674205,3.531178506,0.077280874,0.259248711
WBGene00005272,-1.542253079,-0.778675167,10.04440836,0.00554365,0.040452453
WBGene00005273,-0.798092247,-0.138231037,3.291367809,0.087129949,0.279541116
WBGene00005289,-0.217627649,1.277722789,0.976690556,0.336718682,0.603478499
WBGene00005290,-0.738547066,0.846855427,8.466294473,0.009674013,0.062198666
WBGene00005292,0.134253446,2.762928259,0.845550896,0.370532394,0.633080587
WBGene00005293,0.844055578,0.769491646,11.6725521,0.003243778,0.026908318
WBGene00005295,-0.257063794,-0.507409756,0.220188447,0.644790387,0.831190866
WBGene00005297,0.926209714,-0.503430945,2.030401488,0.172075447,0.419821623
WBGene00005299,0.506234386,0.887156229,4.148148799,0.057377087,0.212567495
WBGene00005300,0.113451899,-0.289897198,0.056531949,0.814873346,0.917928063
WBGene00005303,0.108764279,-0.336569182,0.054551481,0.81808209,0.919065458
WBGene00005304,1.765725945,-0.627085022,3.932791895,0.063556706,0.226695491
WBGene00005309,-0.47348993,-0.123505054,2.059242631,0.169222148,0.415373876
WBGene00005315,0.570218742,-0.182134763,1.571801429,0.226721263,0.488935199
WBGene00005339,0.484579896,0.288867762,2.525182553,0.130255702,0.356904071
WBGene00005341,-1.144405474,-0.155911136,5.359207601,0.033216219,0.148708511
WBGene00005342,-0.306120079,0.203851181,0.748375733,0.398897909,0.657510065
WBGene00005345,0.813986168,0.100844898,3.000563439,0.101130855,0.306672599
WBGene00005346,0.288617008,1.364526665,1.909870017,0.184666214,0.435948283
WBGene00005347,0.042752716,1.018904204,0.02386004,0.87903985,0.949140968
WBGene00005353,0.03558235,0.258251212,0.010270859,0.920448601,0.96749905
WBGene00005357,2.070599107,-0.708179004,10.86105834,0.004217897,0.03300527
WBGene00005362,0.156866982,1.050069139,0.298407928,0.591899209,0.797540939
WBGene00005363,0.802224461,0.727494601,7.707607182,0.01283501,0.075889416
WBGene00005370,-0.60616867,-0.393938932,2.469875115,0.13426272,0.362942612
WBGene00005383,-0.118689738,1.060267432,0.141487336,0.711406859,0.864502403
WBGene00005387,-0.107782815,0.055779928,0.125834104,0.727103788,0.873906236
WBGene00005389,-0.888901511,-0.126330673,6.49046735,0.02068359,0.107243859
WBGene00005390,-0.684649097,-0.464730199,3.022676067,0.09997691,0.304532575
WBGene00005394,0.454492737,-0.161109457,1.18550091,0.291262035,0.559513442
WBGene00005395,-0.668652094,-0.11943097,2.412044377,0.13861324,0.36973736
WBGene00005401,-0.304452433,-0.374698298,0.538206781,0.473060214,0.716241826
WBGene00005410,-0.200420243,-0.480206869,0.288409886,0.598121484,0.800872301
WBGene00005415,0.136869159,1.34245074,0.192712333,0.666134249,0.84213144
WBGene00005416,0.281293054,-0.456213452,0.414430805,0.528221624,0.755872684
WBGene00005417,0.080174483,0.212294712,0.031611743,0.860959881,0.940204595
WBGene00005418,-0.433565459,0.154715852,2.159710704,0.176046106,0.424361306
WBGene00005422,0.207934956,2.220451621,0.762939555,0.394443418,0.65373299
WBGene00005428,0.416949987,-0.232379333,1.369164335,0.257916101,0.525971043
WBGene00005432,-0.176101205,0.983367437,0.383566224,0.54381901,0.766306143
WBGene00005437,0.230832018,0.801605544,0.707808413,0.411718352,0.668079986
WBGene00005444,1.02125272,2.382970978,12.46373718,0.002531283,0.022381548
WBGene00005447,-0.362245586,1.175764559,1.90662743,0.185020516,0.436483366
WBGene00005474,0.265024924,0.488738706,0.339607736,0.567618978,0.782965403
WBGene00005477,0.059300195,1.630495321,0.056939051,0.814221175,0.917787022
WBGene00005478,-0.083891037,-0.370056408,0.027940161,0.869199289,0.944756326
WBGene00005481,-0.635143904,0.249462026,4.872677051,0.041148923,0.170868251
WBGene00005482,0.641086118,-0.495365399,2.312490304,0.146510784,0.382500294
WBGene00005484,-0.451645255,1.268695465,2.554933067,0.128160043,0.353972811
WBGene00005486,0.220552473,0.693674947,0.263221524,0.614442863,0.811862324
WBGene00005512,0.637409701,-0.462515669,2.100375313,0.165253253,0.409524872
WBGene00005514,-0.264599291,1.105283745,1.163153739,0.295707564,0.563867634
WBGene00005517,-0.034788291,0.339735539,0.017113539,0.897436812,0.957400209
WBGene00005518,1.191350486,-0.463132509,3.772198517,0.068672111,0.239057467
WBGene00005519,-0.12136137,-0.366523024,0.040959065,0.841991823,0.929828965
WBGene00005523,-0.100928411,1.231331292,0.176892701,0.67926593,0.848951106
WBGene00005524,-0.205970965,0.238635212,0.734642605,0.419558628,0.674383722
WBGene00005531,0.701415727,-0.223615505,2.414532402,0.138422584,0.369302522
WBGene00005533,-0.512152366,1.261701035,5.554065673,0.030542675,0.140918319
WBGene00005538,-0.578488669,0.42637684,4.474589851,0.049290175,0.191777256
WBGene00005540,0.313153955,0.279208306,0.962903766,0.340060255,0.605834653
WBGene00005541,0.090788033,0.461460245,0.079577389,0.781237581,0.902331383
WBGene00005542,-0.123728643,0.779495454,0.15712527,0.696692275,0.856353388
WBGene00005543,-0.066927633,1.102168001,0.064690463,0.802246649,0.912382432
WBGene00005544,-0.000439752,0.378176588,1.29E-06,0.999107507,0.999737367
WBGene00005545,0.089420171,-0.064779711,0.06675872,0.799182696,0.910945071
WBGene00005548,-0.079724938,-0.50588173,0.015483436,0.902415743,0.959346314
WBGene00005550,-0.139675434,0.347737248,0.195278639,0.664065584,0.841227137
WBGene00005552,-1.284121275,0.535930663,32.41493853,2.53E-05,0.000569009
WBGene00005555,1.086265107,-0.253077086,5.950807727,0.025825103,0.124960734
WBGene00005557,-0.058051458,0.518340302,0.036287959,0.851152632,0.935029104
WBGene00005558,0.144949617,0.618961147,0.252349612,0.621796689,0.817116069
WBGene00005559,-0.014501306,-0.097988352,0.000874573,0.976747946,0.992300706
WBGene00005574,0.523512107,0.263083719,2.470490059,0.134217355,0.362887669
WBGene00005584,0.486505201,0.099975832,1.517728038,0.234542947,0.499338384
WBGene00005585,0.57391078,0.486186724,2.619340368,0.123760678,0.346109561
WBGene00005586,0.255449294,0.525408619,0.279307,0.603909836,0.804422268
WBGene00005589,0.169849971,0.311820249,0.393796032,0.538554364,0.762941521
WBGene00005592,-0.219495692,0.318353588,0.162137787,0.692157016,0.85346205
WBGene00005602,0.128583887,4.659104033,1.141116146,0.300182472,0.567694687
WBGene00005606,0.978359478,-0.437749675,3.111837172,0.095479712,0.296329641
WBGene00005607,-0.766521891,-0.071470652,3.856636853,0.065924983,0.232850318
WBGene00005609,-0.338939477,-0.218208604,0.762176254,0.394675007,0.653821467
WBGene00005611,-0.199317163,0.009250638,0.490935198,0.492882064,0.731099987
WBGene00005612,0.203583114,1.760818543,1.009342991,0.32898756,0.597005725
WBGene00005613,-0.185078333,1.407695431,0.667508118,0.425095714,0.67929067
WBGene00005616,-0.172106191,0.477172462,0.429498519,0.52090607,0.750320124
WBGene00005638,-0.361496716,1.24456308,2.667821892,0.120568629,0.340070177
WBGene00005640,-0.143255513,0.608006202,0.270748692,0.60946404,0.808157458
WBGene00005641,0.208593338,2.82589409,2.471731819,0.134125805,0.362775506
WBGene00005642,1.28657066,1.195209762,27.19422079,6.76E-05,0.00125505
WBGene00005643,0.347427778,1.899724429,3.169504954,0.092698488,0.290965236
WBGene00005644,0.687365357,2.701784923,20.28120878,0.000305161,0.004211798
WBGene00005647,0.19435512,4.406793189,3.261507547,0.088457026,0.282601177
WBGene00005648,0.082897818,6.606314808,1.380486377,0.256030296,0.52379405
WBGene00005649,0.022530712,1.479025277,0.010802791,0.918422244,0.967121497
WBGene00005652,0.011277008,2.099336668,0.005445755,0.942024765,0.978319358
WBGene00005653,0.311002532,1.087197586,2.268450312,0.150178807,0.388641299
WBGene00005654,-0.171127164,0.269543844,0.219075587,0.645622242,0.831546316
WBGene00005655,0.200853881,6.353453641,2.332661201,0.144867297,0.380742993
WBGene00005657,0.535229121,1.973905935,1.578886253,0.225721491,0.487286734
WBGene00005662,0.018512325,4.662586141,0.071132249,0.792866922,0.90848937
WBGene00005663,0.361659714,7.802055838,1.696318733,0.209942922,0.470173516
WBGene00005664,-0.384134373,1.529842386,1.905859637,0.185104533,0.436610497
WBGene00005665,0.360907766,0.249628281,1.123325343,0.303862818,0.571784659
WBGene00005667,0.327275206,-0.372784988,0.623134867,0.440632907,0.691986573
WBGene00005670,-0.274872072,0.087257696,0.405071644,0.532861868,0.758941935
WBGene00005671,-0.134364796,0.274961802,0.37493199,0.599412339,0.801502456
WBGene00005676,0.755549277,-0.189257799,4.509258975,0.048511535,0.189994418
WBGene00005686,-0.627379954,0.076095383,2.961982289,0.103182328,0.310683212
WBGene00005687,0.415190077,-0.104046952,0.746789421,0.399387702,0.658063908
WBGene00005690,0.563486268,-0.148247623,1.943318881,0.181060371,0.430682571
WBGene00005692,1.399341039,0.321569623,12.98258152,0.00216003,0.019938319
WBGene00005701,0.206921433,0.98469028,0.507003064,0.485987232,0.725700872
WBGene00005702,0.567652431,0.881947007,3.911450581,0.064210236,0.228184095
WBGene00005703,1.927850166,2.824304673,164.8466043,3.06E-10,6.25E-08
WBGene00005711,1.631627301,-0.468540995,8.046008958,0.011299566,0.069094221
WBGene00005712,0.191875177,4.061352863,2.993257036,0.101515611,0.307004223
WBGene00005713,0.512847004,0.585057376,6.318147413,0.035276486,0.154636065
WBGene00005715,0.108841251,1.042871482,0.16369202,0.690767447,0.853049883
WBGene00005716,0.394445999,1.376025855,4.327741272,0.05275266,0.201234944
WBGene00005717,0.494527129,0.34201632,2.695269122,0.118805326,0.33739502
WBGene00005718,-0.120399571,1.268543445,0.486442185,0.516531169,0.747634216
WBGene00005719,-0.354520962,1.235838147,1.627455899,0.21901775,0.480387333
WBGene00005720,-0.335329503,-0.414876769,0.815507136,0.378972358,0.640101098
WBGene00005724,-0.123373949,-0.374235768,0.06344591,0.804115626,0.912987278
WBGene00005725,-0.988512691,0.8499114,18.41346009,0.000482703,0.006073268
WBGene00005726,-0.009468113,0.79578174,0.000595771,0.980807818,0.993768223
WBGene00005739,-0.522587136,-0.236108372,1.943943316,0.180993894,0.430682571
WBGene00005755,-0.549182308,0.5044879,4.694104397,0.044592268,0.18000485
WBGene00005757,-0.260311708,0.284846209,0.787460751,0.387111189,0.647913223
WBGene00005758,-1.098201285,2.603747455,68.08564372,2.20E-07,1.19E-05
WBGene00005759,-0.796988341,2.544972213,30.29143718,3.72E-05,0.000775135
WBGene00005762,-1.049545263,-0.305488639,3.630791294,0.073578032,0.250186024
WBGene00005763,0.381504457,-0.464442964,0.615269307,0.443481579,0.693903589
WBGene00005764,1.148494462,0.275397106,7.392534419,0.014480136,0.083525757
WBGene00005807,0.339885657,-0.464389144,0.575922865,0.458190657,0.704977112
WBGene00005810,0.001505677,-0.108164803,1.05E-05,0.997448868,0.999114143
WBGene00005815,-0.219494973,0.403144107,0.358826908,0.556967667,0.775193679
WBGene00005816,0.506217254,0.997688219,2.877850445,0.107830135,0.319173675
WBGene00005818,0.203813141,2.905783919,1.859296192,0.190290248,0.443786012
WBGene00005826,-0.646554364,-0.367445893,3.331709667,0.085374124,0.276679643
WBGene00005832,4.304281947,5.092962054,1529.241092,3.01E-18,4.37E-14
WBGene00005833,-0.13255973,4.674787564,0.513207846,0.483369075,0.723324316
WBGene00005834,-0.046984823,-0.206374441,0.014574347,0.905308697,0.961425827
WBGene00005836,-0.018966125,-0.372912059,0.001303399,0.971616288,0.990443913
WBGene00005837,2.802229376,-0.423947306,37.38051329,1.09E-05,0.000290356
WBGene00005838,0.354308421,0.10695907,0.559711381,0.464485339,0.709980122
WBGene00005841,-0.961483973,-0.443320887,5.053678078,0.037967328,0.162355421
WBGene00005845,-0.12339831,0.918516006,0.16725769,0.687608499,0.852204085
WBGene00005849,0.523003381,0.650433887,2.174475079,0.158388647,0.398847658
WBGene00005850,1.258028233,-0.553382309,3.761285689,0.069036812,0.239866094
WBGene00005892,-0.422023452,0.547301023,1.246292462,0.279617356,0.546923053
WBGene00005893,-0.035749906,2.030594835,0.03734022,0.849037788,0.934065529
WBGene00005903,0.621686789,-0.244944135,3.310097838,0.08630951,0.278140409
WBGene00005909,0.330955181,-0.124506996,0.597080535,0.450184115,0.699170322
WBGene00005910,0.443132401,1.375350399,2.59971874,0.125081404,0.348263584
WBGene00005913,0.999240943,0.045147917,4.054513229,0.059973937,0.218369205
WBGene00005914,1.872713764,0.265222305,35.51293977,1.48E-05,0.000373887
WBGene00005925,1.46429053,-0.212224476,11.40309889,0.003535946,0.02878816
WBGene00005929,-0.083046007,0.600873384,0.117159879,0.736282995,0.878163952
WBGene00005931,0.268112301,2.334012732,2.879894532,0.107714291,0.318895916
WBGene00005932,-0.155762232,1.046675471,0.592456866,0.45191418,0.700735335
WBGene00005934,-0.058859644,-0.38574255,0.014342658,0.906060539,0.961756139
WBGene00005936,-0.336585442,3.179727231,5.448270939,0.031962298,0.144909301
WBGene00005938,1.077946776,-0.139676028,6.511854767,0.020505276,0.106864066
WBGene00005947,-0.2370022,0.935257603,0.553552183,0.466914576,0.71222108
WBGene00005959,2.183140158,0.11825398,15.75235382,0.000972347,0.010740288
WBGene00005968,-0.090210261,-0.344591189,0.029397975,0.865864644,0.942534286
WBGene00005975,-0.015798653,0.355423473,0.002705095,0.95911966,0.984527704
WBGene00005976,-0.163833713,-0.375377866,0.164578467,0.689978373,0.853049883
WBGene00005988,-0.657640008,-0.047180647,3.29882405,0.086802244,0.278921977
WBGene00005999,-0.202935193,-0.322811265,0.15702919,0.696780024,0.856353388
WBGene00006002,-0.433830594,0.518771604,3.740993091,0.069721011,0.241317623
WBGene00006004,0.895596069,-0.20335071,3.366067695,0.083911527,0.273791333
WBGene00006005,-0.424593923,0.574003554,2.261665144,0.150753855,0.389156549
WBGene00006006,-0.049190005,0.21132937,0.026883238,0.871673306,0.945813833
WBGene00006007,0.867397774,-0.519300839,4.896891328,0.040706007,0.169913007
WBGene00006008,0.670293029,1.126044434,5.721188599,0.028444602,0.134231188
WBGene00006016,0.30171206,0.589574883,1.470887693,0.241602707,0.507509266
WBGene00006019,0.134716724,-0.110739676,0.217554503,0.68371547,0.850678107
WBGene00006020,-0.178528821,-0.055162416,0.366279033,0.561765671,0.778159827
WBGene00006025,0.297013212,0.790932454,1.255626217,0.277885257,0.545140151
WBGene00006026,-1.064681424,-0.097777438,6.828845019,0.018057289,0.097863213
WBGene00006027,-0.182995067,0.494971935,0.363158834,0.554621026,0.773438021
WBGene00006053,0.632985952,-0.270255454,2.082817094,0.166933233,0.412199083
WBGene00006055,0.149575489,3.625069523,1.305298514,0.268904723,0.537312606
WBGene00006058,1.132639884,0.284704668,6.732294131,0.018765832,0.10050053
WBGene00006059,0.085163584,4.825671456,0.763550553,0.394258186,0.653654003
WBGene00006061,0.101030513,4.815717503,1.592363339,0.223835264,0.485384015
WBGene00006062,-0.007512899,5.379727355,0.016322004,0.899822825,0.958618694
WBGene00006063,-0.508440665,3.680977686,12.1479029,0.002792166,0.024057116
WBGene00006064,0.061472807,3.270972943,0.200251525,0.66010315,0.839068051
WBGene00006066,-0.022403539,5.166628686,0.098495277,0.757417696,0.889730895
WBGene00006067,-0.35595334,4.477619051,20.00917091,0.000325735,0.004453348
