Kaplan down,Kaplan up,Tepper class I,Tepper class II,double_daf2_down,double_daf2_up,,
,,WBGene00022675,WBGene00011441,WBGene00011813,WBGene00021497,,
,,WBGene00021531,WBGene00011333,WBGene00008228,WBGene00015388,,
,,WBGene00001178,WBGene00017490,WBGene00013752,WBGene00012443,,
,,WBGene00020341,WBGene00017101,WBGene00015621,WBGene00045416,,
,,WBGene00001644,WBGene00020340,WBGene00021123,WBGene00044772,,
,,WBGene00012144,WBGene00022122,WBGene00001099,WBGene00000841,,
,,WBGene00015261,WBGene00020446,WBGene00013748,WBGene00013227,,
,,WBGene00020157,WBGene00017467,WBGene00014259,WBGene00022522,,
,,WBGene00012605,WBGene00045461,WBGene00016044,WBGene00011838,,
,,WBGene00002107,WBGene00012834,WBGene00022115,WBGene00012808,,
,,WBGene00021134,WBGene00022012,WBGene00194916,WBGene00017770,,
,,WBGene00021873,WBGene00001770,WBGene00013497,WBGene00013042,,
,,WBGene00001955,WBGene00000176,WBGene00005692,WBGene00020765,,
,,WBGene00010879,WBGene00006876,WBGene00000503,WBGene00003546,,
,,WBGene00000204,WBGene00019146,WBGene00014099,WBGene00000566,,
,,WBGene00019022,WBGene00017764,WBGene00011075,WBGene00001971,,
,,WBGene00003173,WBGene00020403,WBGene00008884,WBGene00012758,,
,,WBGene00004751,WBGene00015791,WBGene00000992,WBGene00044016,,
,,WBGene00001404,WBGene00007807,WBGene00015513,WBGene00269355,,
,,WBGene00019286,WBGene00010124,WBGene00010285,WBGene00013690,,
,,WBGene00008052,WBGene00006926,WBGene00020574,WBGene00006916,,
,,WBGene00011534,WBGene00008063,WBGene00000753,WBGene00206529,,
,,WBGene00004321,WBGene00019563,WBGene00020735,WBGene00006672,,
,,WBGene00003729,WBGene00016912,WBGene00016310,WBGene00004405,,
,,WBGene00014262,WBGene00021026,WBGene00077714,WBGene00013048,,
,,WBGene00021527,WBGene00012130,WBGene00235325,WBGene00006786,,
,,WBGene00009835,WBGene00016721,WBGene00017138,WBGene00017332,,
,,WBGene00008031,WBGene00009706,WBGene00004136,WBGene00001934,,
,,WBGene00003676,WBGene00077698,WBGene00007167,WBGene00015191,,
,,WBGene00014194,WBGene00006404,WBGene00019993,WBGene00010297,,
,,WBGene00016255,WBGene00002056,WBGene00009403,WBGene00018760,,
,,WBGene00008592,WBGene00001231,WBGene00017599,WBGene00020361,,
,,WBGene00015887,WBGene00045417,WBGene00004883,WBGene00012726,,
,,WBGene00022185,WBGene00003980,WBGene00018217,WBGene00008267,,
,,WBGene00020960,WBGene00008216,WBGene00012538,WBGene00008491,,
,,WBGene00007397,WBGene00009211,WBGene00019657,WBGene00015729,,
,,WBGene00002113,WBGene00011798,WBGene00007267,WBGene00012621,,
,,WBGene00017572,WBGene00015933,WBGene00022276,WBGene00002039,,
,,WBGene00011830,WBGene00010127,WBGene00011849,WBGene00007840,,
,,WBGene00002262,WBGene00000283,WBGene00015196,WBGene00010307,,
,,WBGene00013458,WBGene00008399,WBGene00000544,WBGene00000383,,
,,WBGene00021947,WBGene00003792,WBGene00003507,WBGene00008795,,
,,WBGene00022563,WBGene00007341,WBGene00021408,WBGene00013181,,
,,WBGene00016006,WBGene00004273,WBGene00019944,WBGene00019357,,
,,WBGene00019663,WBGene00013874,WBGene00016810,WBGene00015695,,
,,WBGene00006794,WBGene00022858,WBGene00010010,WBGene00010497,,
,,WBGene00003969,WBGene00010646,WBGene00000296,WBGene00018538,,
,,WBGene00004927,WBGene00011222,WBGene00004920,WBGene00004925,,
,,WBGene00003584,WBGene00016084,WBGene00011575,WBGene00007896,,
,,WBGene00019204,WBGene00019713,WBGene00009164,WBGene00020379,,
,,WBGene00019656,WBGene00011167,WBGene00012408,WBGene00010972,,
,,WBGene00015879,WBGene00015157,WBGene00011474,WBGene00006353,,
,,WBGene00000115,WBGene00006913,WBGene00007858,WBGene00011494,,
,,WBGene00003179,WBGene00019617,WBGene00003209,WBGene00020455,,
,,WBGene00008844,WBGene00016756,WBGene00015488,WBGene00020571,,
,,WBGene00005303,WBGene00008483,WBGene00016542,WBGene00020268,,
,,WBGene00018060,WBGene00019779,WBGene00004094,WBGene00012358,,
,,WBGene00009877,WBGene00017762,WBGene00012163,WBGene00007232,,
,,WBGene00001158,WBGene00001501,WBGene00003092,WBGene00007751,,
,,WBGene00021516,WBGene00018393,WBGene00002226,WBGene00009162,,
,,WBGene00019748,WBGene00011771,WBGene00010594,WBGene00020578,,
,,WBGene00004364,WBGene00022671,WBGene00077684,WBGene00001032,,
,,WBGene00000057,WBGene00016136,WBGene00002067,WBGene00017500,,
,,WBGene00007057,WBGene00009189,WBGene00018969,WBGene00007835,,
,,WBGene00009816,WBGene00000522,WBGene00001405,WBGene00044513,,
,,WBGene00004987,WBGene00000081,WBGene00008661,WBGene00016757,,
,,WBGene00003235,WBGene00001795,WBGene00013238,WBGene00011727,,
,,WBGene00003876,WBGene00013037,WBGene00006519,WBGene00008861,,
,,WBGene00015551,WBGene00018760,WBGene00001784,WBGene00008677,,
,,WBGene00001559,WBGene00000266,WBGene00021076,WBGene00003862,,
,,WBGene00000660,WBGene00020247,WBGene00017331,WBGene00008474,,
,,WBGene00020805,WBGene00017241,WBGene00003584,WBGene00008875,,
,,WBGene00000198,WBGene00016457,WBGene00003551,WBGene00021075,,
,,WBGene00012548,WBGene00022532,WBGene00015102,WBGene00006629,,
,,WBGene00016514,WBGene00007000,WBGene00007430,WBGene00016913,,
,,WBGene00008270,WBGene00044898,WBGene00009325,WBGene00044021,,
,,WBGene00017841,WBGene00020660,WBGene00010286,WBGene00018418,,
,,WBGene00016768,WBGene00017246,WBGene00010177,WBGene00044469,,
,,WBGene00017618,WBGene00007626,WBGene00018611,WBGene00016962,,
,,WBGene00138714,WBGene00003777,WBGene00017781,WBGene00007538,,
,,WBGene00004279,WBGene00011006,WBGene00008531,WBGene00008940,,
,,WBGene00005844,WBGene00009700,WBGene00017225,WBGene00000195,,
,,WBGene00006780,WBGene00019213,WBGene00008019,WBGene00015680,,
,,WBGene00022744,WBGene00020516,WBGene00015896,WBGene00012409,,
,,WBGene00011554,WBGene00000708,WBGene00010988,WBGene00000395,,
,,WBGene00015117,WBGene00003059,WBGene00016562,WBGene00006154,,
,,WBGene00004382,WBGene00001214,WBGene00021531,WBGene00016733,,
,,WBGene00006254,WBGene00001025,WBGene00020596,WBGene00018747,,
,,WBGene00003404,WBGene00002273,WBGene00011190,WBGene00000671,,
,,WBGene00017200,WBGene00009434,WBGene00016085,WBGene00002247,,
,,WBGene00015433,WBGene00009981,WBGene00001389,WBGene00013905,,
,,WBGene00013366,WBGene00000788,WBGene00010221,WBGene00007270,,
,,WBGene00018568,WBGene00003539,WBGene00017509,WBGene00007841,,
,,WBGene00044792,WBGene00008119,WBGene00007241,WBGene00001620,,
,,WBGene00009572,WBGene00000155,WBGene00001151,WBGene00002021,,
,,WBGene00008681,WBGene00006636,WBGene00003234,WBGene00002023,,
,,WBGene00003907,WBGene00001581,WBGene00018997,WBGene00010091,,
,,WBGene00009809,WBGene00017667,WBGene00020325,WBGene00019978,,
,,WBGene00019368,WBGene00023490,WBGene00009601,WBGene00015977,,
,,WBGene00008370,WBGene00009824,WBGene00013650,WBGene00016507,,
,,WBGene00020950,WBGene00003763,WBGene00015642,WBGene00000906,,
,,WBGene00016516,WBGene00011852,WBGene00044759,WBGene00000557,,
,,WBGene00000726,WBGene00020911,WBGene00001385,WBGene00003730,,
,,WBGene00011335,WBGene00004196,WBGene00012524,WBGene00016920,,
,,WBGene00000614,WBGene00013007,WBGene00009201,WBGene00003056,,
,,WBGene00004990,WBGene00018646,WBGene00004168,WBGene00018485,,
,,WBGene00020275,WBGene00021060,WBGene00009773,WBGene00006331,,
,,WBGene00007466,WBGene00006917,WBGene00005914,WBGene00011694,,
,,WBGene00008037,WBGene00018731,WBGene00045516,WBGene00044623,,
,,WBGene00001464,WBGene00013101,WBGene00011669,WBGene00020358,,
,,WBGene00009119,WBGene00018194,WBGene00008086,WBGene00007509,,
,,WBGene00011313,WBGene00002994,WBGene00009918,WBGene00044280,,
,,WBGene00015293,WBGene00044299,WBGene00022569,WBGene00010514,,
,,WBGene00022825,WBGene00019432,WBGene00015367,WBGene00011665,,
,,WBGene00006066,WBGene00022765,WBGene00016580,WBGene00001583,,
,,WBGene00015510,WBGene00018971,WBGene00010303,WBGene00017874,,
,,WBGene00012813,WBGene00020938,WBGene00021402,WBGene00012478,,
,,WBGene00012759,WBGene00020022,WBGene00018399,WBGene00017310,,
,,WBGene00011577,WBGene00018543,WBGene00022455,WBGene00303425,,
,,WBGene00017610,WBGene00000239,WBGene00010588,WBGene00004359,,
,,WBGene00018263,WBGene00010648,WBGene00022193,WBGene00004033,,
,,WBGene00017836,WBGene00044797,WBGene00022386,WBGene00016677,,
,,WBGene00002239,WBGene00012295,WBGene00011952,WBGene00015633,,
,,WBGene00007898,WBGene00007864,WBGene00022457,WBGene00012813,,
,,WBGene00022391,WBGene00021594,WBGene00004391,WBGene00019760,,
,,WBGene00010117,WBGene00019344,WBGene00000016,WBGene00004350,,
,,WBGene00007986,WBGene00009453,WBGene00007932,WBGene00004829,,
,,WBGene00010507,WBGene00001638,WBGene00012767,WBGene00004118,,
,,WBGene00000063,WBGene00016883,WBGene00022192,WBGene00018342,,
,,WBGene00006863,WBGene00020258,WBGene00001489,WBGene00003970,,
,,WBGene00021921,WBGene00018708,WBGene00009369,WBGene00001534,,
,,WBGene00001560,WBGene00018645,WBGene00005293,WBGene00017819,,
,,WBGene00021942,WBGene00016494,WBGene00001527,WBGene00006675,,
,,WBGene00011551,WBGene00001522,WBGene00020824,WBGene00006941,,
,,WBGene00016630,WBGene00010750,WBGene00017766,WBGene00018823,,
,,WBGene00018861,WBGene00022585,WBGene00044811,WBGene00010882,,
,,WBGene00001398,WBGene00004789,WBGene00014008,WBGene00015957,,
,,WBGene00009895,WBGene00000541,WBGene00017060,WBGene00020330,,
,,WBGene00001588,WBGene00006929,WBGene00001229,WBGene00010925,,
,,WBGene00009528,WBGene00009984,WBGene00017543,WBGene00012764,,
,,WBGene00022324,WBGene00007375,WBGene00009533,WBGene00003550,,
,,WBGene00006419,WBGene00014224,WBGene00020008,WBGene00018903,,
,,WBGene00009632,WBGene00017874,WBGene00017806,WBGene00000780,,
,,WBGene00001899,WBGene00003474,WBGene00018313,WBGene00001946,,
,,WBGene00008825,WBGene00010859,WBGene00006524,WBGene00007439,,
,,WBGene00013295,WBGene00015768,WBGene00011468,WBGene00015914,,
,,WBGene00019652,WBGene00010833,WBGene00015706,WBGene00021212,,
,,WBGene00000641,WBGene00010746,WBGene00000041,WBGene00018330,,
,,WBGene00018614,WBGene00000172,WBGene00022797,WBGene00004198,,
,,WBGene00018284,WBGene00018343,WBGene00019299,WBGene00015576,,
,,WBGene00007339,WBGene00017691,WBGene00020811,WBGene00044457,,
,,WBGene00009358,WBGene00008621,WBGene00013079,WBGene00022382,,
,,WBGene00014259,WBGene00016496,WBGene00015381,WBGene00019435,,
,,WBGene00019160,WBGene00011235,WBGene00019753,WBGene00008496,,
,,WBGene00021731,WBGene00020144,WBGene00021437,WBGene00044659,,
,,WBGene00021457,WBGene00006608,WBGene00009447,WBGene00013890,,
,,WBGene00020142,WBGene00044094,WBGene00018791,WBGene00006876,,
,,WBGene00012686,WBGene00021603,WBGene00000813,WBGene00009307,,
,,WBGene00011580,WBGene00001164,WBGene00011980,WBGene00004780,,
,,WBGene00016934,WBGene00020269,WBGene00001649,WBGene00021691,,
,,WBGene00000667,WBGene00007565,WBGene00020369,WBGene00017490,,
,,WBGene00021593,WBGene00000799,WBGene00013399,WBGene00019891,,
,,WBGene00008747,WBGene00012961,WBGene00010034,WBGene00018200,,
,,WBGene00015753,WBGene00018966,WBGene00010859,WBGene00189987,,
,,WBGene00044347,WBGene00007533,WBGene00003704,WBGene00009862,,
,,WBGene00012589,WBGene00010274,WBGene00004368,WBGene00007545,,
,,WBGene00000693,WBGene00000512,WBGene00015930,WBGene00005197,,
,,WBGene00018434,WBGene00000557,WBGene00009054,WBGene00016463,,
,,WBGene00022202,WBGene00007717,WBGene00001714,WBGene00013639,,
,,WBGene00012594,WBGene00007455,WBGene00002093,WBGene00021556,,
,,WBGene00015735,WBGene00021565,WBGene00013398,WBGene00044283,,
,,WBGene00000170,WBGene00008596,WBGene00012258,WBGene00009289,,
,,WBGene00006509,WBGene00002058,WBGene00008370,WBGene00000051,,
,,WBGene00012439,WBGene00017775,WBGene00013470,WBGene00011926,,
,,WBGene00002016,WBGene00008629,WBGene00011718,WBGene00002125,,
,,WBGene00015866,WBGene00018907,WBGene00008412,WBGene00003991,,
,,WBGene00017489,WBGene00015333,WBGene00011464,WBGene00003149,,
,,WBGene00077762,WBGene00000938,WBGene00018697,WBGene00011940,,
,,WBGene00017663,WBGene00012583,WBGene00004178,WBGene00003920,,
,,WBGene00020143,WBGene00012217,WBGene00013439,WBGene00018255,,
,,WBGene00015788,WBGene00015403,WBGene00001095,WBGene00012322,,
,,WBGene00010936,WBGene00017417,WBGene00004259,WBGene00018968,,
,,WBGene00000879,WBGene00021709,WBGene00008876,WBGene00001775,,
,,WBGene00012606,WBGene00011330,WBGene00019806,WBGene00019235,,
,,WBGene00000951,WBGene00010872,WBGene00304782,WBGene00012645,,
,,WBGene00017529,WBGene00003977,WBGene00013881,WBGene00012872,,
,,WBGene00003444,WBGene00010277,WBGene00008691,WBGene00019030,,
,,WBGene00019375,WBGene00018562,WBGene00011829,WBGene00001532,,
,,WBGene00004083,WBGene00017964,WBGene00001780,WBGene00020448,,
,,WBGene00008895,WBGene00002257,WBGene00008800,WBGene00013562,,
,,WBGene00014096,WBGene00007103,WBGene00009645,WBGene00007154,,
,,WBGene00008986,WBGene00009487,WBGene00018532,WBGene00044468,,
,,WBGene00015253,WBGene00021978,WBGene00015373,WBGene00003414,,
,,WBGene00008334,WBGene00017500,WBGene00015449,WBGene00003590,,
,,WBGene00010868,WBGene00009902,WBGene00008421,WBGene00006604,,
,,WBGene00020025,WBGene00017948,WBGene00015072,WBGene00000556,,
,,WBGene00015748,WBGene00010595,WBGene00007193,WBGene00020704,,
,,WBGene00018579,WBGene00015050,WBGene00008514,WBGene00010726,,
,,WBGene00044087,WBGene00004093,WBGene00019895,WBGene00012097,,
,,WBGene00007285,WBGene00016294,WBGene00021765,WBGene00007926,,
,,WBGene00019263,WBGene00012464,WBGene00017470,WBGene00011156,,
,,WBGene00003464,WBGene00022813,WBGene00018544,WBGene00018558,,
,,WBGene00007937,WBGene00020760,WBGene00020720,WBGene00013602,,
,,WBGene00020137,WBGene00011938,WBGene00001073,WBGene00007116,,
,,WBGene00018465,WBGene00018917,WBGene00013680,WBGene00001668,,
,,WBGene00000822,WBGene00021222,WBGene00016328,WBGene00019099,,
,,WBGene00003688,WBGene00044356,WBGene00018638,WBGene00270320,,
,,WBGene00017936,WBGene00008726,WBGene00008601,WBGene00006620,,
,,WBGene00010809,WBGene00009008,WBGene00015716,WBGene00021148,,
,,WBGene00018113,WBGene00010158,WBGene00019415,WBGene00017775,,
,,WBGene00010667,WBGene00018647,WBGene00009452,WBGene00017426,,
,,WBGene00020149,WBGene00002054,WBGene00011675,WBGene00011020,,
,,WBGene00020226,WBGene00013946,WBGene00018068,WBGene00009855,,
,,WBGene00016092,WBGene00013557,WBGene00012782,WBGene00003632,,
,,WBGene00021253,WBGene00012058,WBGene00018766,WBGene00015035,,
,,WBGene00008985,WBGene00010887,WBGene00077764,WBGene00009750,,
,,WBGene00008889,WBGene00018540,WBGene00043049,WBGene00007337,,
,,WBGene00012035,WBGene00020992,WBGene00019741,WBGene00012143,,
,,WBGene00009662,WBGene00000005,WBGene00000226,WBGene00010774,,
,,WBGene00010653,WBGene00016174,WBGene00004029,WBGene00010227,,
,,WBGene00086563,WBGene00022644,WBGene00010049,WBGene00016783,,
,,WBGene00018610,WBGene00019760,WBGene00020314,WBGene00018288,,
,,WBGene00012512,WBGene00007536,WBGene00006444,WBGene00006309,,
,,WBGene00009380,WBGene00015932,WBGene00022482,WBGene00003741,,
,,WBGene00008626,WBGene00020280,WBGene00006774,WBGene00006804,,
,,WBGene00017671,WBGene00007362,WBGene00009225,WBGene00022870,,
,,WBGene00008239,WBGene00007811,WBGene00018756,WBGene00015231,,
,,WBGene00021969,WBGene00044642,WBGene00021081,WBGene00019865,,
,,WBGene00022328,WBGene00008560,WBGene00189956,WBGene00001490,,
,,WBGene00010411,WBGene00007507,WBGene00011324,WBGene00018725,,
,,WBGene00003685,WBGene00018237,WBGene00003079,WBGene00195184,,
,,WBGene00011436,WBGene00007419,WBGene00016276,WBGene00003680,,
,,WBGene00020406,WBGene00014666,WBGene00004046,WBGene00007073,,
,,WBGene00001065,WBGene00020813,WBGene00013597,WBGene00005653,,
,,WBGene00009386,WBGene00017648,WBGene00013360,WBGene00002249,,
,,WBGene00009085,WBGene00016004,WBGene00003609,WBGene00022743,,
,,WBGene00007405,WBGene00019682,WBGene00015057,WBGene00020153,,
,,WBGene00000593,WBGene00020128,WBGene00015703,WBGene00019068,,
,,WBGene00017013,WBGene00010644,WBGene00235310,WBGene00020267,,
,,WBGene00006424,WBGene00015828,WBGene00015426,WBGene00010664,,
,,WBGene00018406,WBGene00020359,WBGene00007557,WBGene00008545,,
,,WBGene00011186,WBGene00003738,WBGene00011927,WBGene00004878,,
,,WBGene00001888,WBGene00016064,WBGene00019620,WBGene00002299,,
,,WBGene00008435,WBGene00004052,WBGene00020777,WBGene00004134,,
,,WBGene00011817,WBGene00009259,WBGene00009679,WBGene00022033,,
,,WBGene00022274,WBGene00016425,WBGene00005000,WBGene00019097,,
,,WBGene00008842,WBGene00009897,WBGene00015118,WBGene00009945,,
,,WBGene00017257,WBGene00002137,WBGene00017771,WBGene00021435,,
,,WBGene00016509,WBGene00022673,WBGene00000963,WBGene00021017,,
,,WBGene00017865,WBGene00021590,WBGene00005228,WBGene00012251,,
,,WBGene00015376,WBGene00016669,WBGene00001535,WBGene00003604,,
,,WBGene00022325,WBGene00010083,WBGene00008662,WBGene00007016,,
,,WBGene00008233,WBGene00012968,WBGene00019008,WBGene00011060,,
,,WBGene00016556,WBGene00008793,WBGene00016259,WBGene00011676,,
,,WBGene00006527,WBGene00008205,WBGene00018146,WBGene00013082,,
,,WBGene00016178,WBGene00017892,WBGene00006986,WBGene00077522,,
,,WBGene00011680,WBGene00002057,WBGene00008100,WBGene00011522,,
,,WBGene00017350,WBGene00000776,WBGene00021448,WBGene00019229,,
,,WBGene00019846,WBGene00017398,WBGene00044661,WBGene00011945,,
,,WBGene00016207,WBGene00018779,WBGene00010681,WBGene00010919,,
,,WBGene00019844,WBGene00002139,WBGene00007717,WBGene00017827,,
,,WBGene00003000,WBGene00011291,WBGene00013720,WBGene00022331,,
,,WBGene00020335,WBGene00014135,WBGene00019240,WBGene00010113,,
,,WBGene00009790,WBGene00000022,WBGene00044487,WBGene00003735,,
,,WBGene00003569,WBGene00007857,WBGene00044410,WBGene00005586,,
,,WBGene00021340,WBGene00020256,WBGene00012020,WBGene00044180,,
,,WBGene00010890,WBGene00020579,WBGene00020403,WBGene00002889,,
,,WBGene00004317,WBGene00012529,WBGene00003651,WBGene00008616,,
,,WBGene00019568,WBGene00016474,WBGene00017837,WBGene00022671,,
,,WBGene00008796,WBGene00007097,WBGene00000723,WBGene00045215,,
,,WBGene00006368,WBGene00000391,WBGene00003074,WBGene00000018,,
,,WBGene00020076,WBGene00008741,WBGene00017544,WBGene00001671,,
,,WBGene00019514,WBGene00009830,WBGene00044169,WBGene00016855,,
,,WBGene00021576,WBGene00015695,WBGene00006385,WBGene00008749,,
,,WBGene00011732,WBGene00000412,WBGene00005008,WBGene00012942,,
,,WBGene00010095,WBGene00003959,WBGene00020559,WBGene00007231,,
,,WBGene00010736,WBGene00007054,WBGene00015309,WBGene00019305,,
,,WBGene00013784,WBGene00001786,WBGene00012868,WBGene00022217,,
,,WBGene00022285,WBGene00022201,WBGene00009346,WBGene00000063,,
,,WBGene00008315,WBGene00015259,WBGene00001153,WBGene00004123,,
,,WBGene00015381,WBGene00007153,WBGene00008400,WBGene00019858,,
,,WBGene00005228,WBGene00019533,WBGene00005081,WBGene00009660,,
,,WBGene00007963,WBGene00013947,WBGene00017236,WBGene00045272,,
,,WBGene00016389,WBGene00017093,WBGene00003409,WBGene00005834,,
,,WBGene00016212,WBGene00008258,WBGene00206532,WBGene00015298,,
,,WBGene00020385,WBGene00019164,WBGene00000996,WBGene00016667,,
,,WBGene00003468,WBGene00007866,WBGene00010387,WBGene00005273,,
,,WBGene00000068,WBGene00006609,WBGene00006663,WBGene00000186,,
,,WBGene00010525,WBGene00004023,WBGene00017658,WBGene00017340,,
,,WBGene00019450,WBGene00007753,WBGene00021227,WBGene00009485,,
,,WBGene00007295,WBGene00008123,WBGene00011564,WBGene00018187,,
,,WBGene00020597,WBGene00001993,WBGene00003608,WBGene00022269,,
,,WBGene00019964,WBGene00007810,WBGene00016427,WBGene00018640,,
,,WBGene00015179,WBGene00016632,WBGene00001324,WBGene00000972,,
,,WBGene00019091,WBGene00017962,WBGene00018108,WBGene00015868,,
,,WBGene00021428,WBGene00013901,WBGene00022861,WBGene00020838,,
,,WBGene00000714,WBGene00022130,WBGene00020530,WBGene00011893,,
,,WBGene00015951,WBGene00008199,WBGene00015466,WBGene00022200,,
,,WBGene00015088,WBGene00022593,WBGene00022014,WBGene00009560,,
,,WBGene00000069,WBGene00007685,WBGene00003994,WBGene00001386,,
,,WBGene00016858,WBGene00002259,WBGene00005258,WBGene00016925,,
,,WBGene00022656,WBGene00016314,WBGene00015104,WBGene00020743,,
,,WBGene00019653,WBGene00010238,WBGene00006682,WBGene00003848,,
,,WBGene00045387,WBGene00008068,WBGene00008968,WBGene00009109,,
,,WBGene00011726,WBGene00021979,WBGene00008642,WBGene00018488,,
,,WBGene00004485,WBGene00019411,WBGene00008247,WBGene00010039,,
,,WBGene00001152,WBGene00007812,WBGene00001498,WBGene00019623,,
,,WBGene00005148,WBGene00017703,WBGene00271795,WBGene00006470,,
,,WBGene00010970,WBGene00012819,WBGene00000523,WBGene00010744,,
,,,WBGene00020382,WBGene00014252,WBGene00008089,,
,,,WBGene00015965,WBGene00017616,WBGene00013418,,
,,,WBGene00008042,WBGene00011039,WBGene00004859,,
,,,WBGene00011803,WBGene00001388,WBGene00005611,,
,,,WBGene00019660,WBGene00001627,WBGene00006702,,
